1746076073 393.44
1746076231 886.62
1746076231 726.34
1746077101 678.18
1746078050 563.71
1746078525 767.75
1746081373 61.89
1746081926 27.77
1746084616 798.39
1746086198 422.07
1746086910 891.81
1746088650 228.49
1746088887 391.31
1746089125 993.68
1746089362 270.70
1746090153 680.23
1746091023 444.14
1746094266 4.79
1746094583 195.47
1746094820 821.22
1746096007 442.46
1746097984 851.92
1746101069 332.99
1746103284 155.25
1746105657 556.17
1746107081 754.63
1746108110 184.45
1746111195 348.46
1746113726 885.01
1746116732 26.12
1746118314 623.55
1746122032 286.81
1746122032 236.03
1746125117 775.60
1746126620 994.05
1746126699 990.39
1746126857 31.89
1746128835 241.04
1746134926 39.40
1746135163 757.99
1746136904 963.38
1746137536 752.98
1746141887 580.31
1746143390 770.59
1746144735 538.01
1746146080 624.10
1746150984 841.67
1746156126 253.61
1746156759 121.68
1746158262 106.45
1746159053 815.36
1746160002 589.59
1746160397 714.01
1746161584 21.06
1746164511 160.19
1746166805 201.45
1746172659 197.03
1746176614 541.28
1746177009 687.34
1746177247 213.29
1746177642 143.62
1746179066 551.23
1746179620 9.55
1746181676 678.55
1746183338 456.53
1746184999 569.20
1746185552 316.87
1746187767 486.13
1746191169 418.56
1746191485 392.22
1746192988 953.92
1746193779 299.02
1746195757 765.34
1746195994 562.15
1746196073 443.04
1746199079 815.94
1746201294 35.65
1746201294 54.17
1746201769 906.55
1746202006 284.43
1746202402 90.98
1746202560 903.90
1746202639 64.58
1746205328 337.41
1746208018 316.93
1746210154 828.88
1746210787 226.78
1746211894 324.81
1746218222 747.58
1746218301 56.67
1746219567 473.10
1746221307 712.42
1746221703 729.30
1746222019 909.91
1746227873 202.52
1746228506 202.19
1746233252 132.08
1746234913 520.40
1746235072 554.64
1746235863 589.31
1746237919 677.21
1746238236 292.92
1746241400 396.37
1746242586 564.87
1746244485 247.99
1746245434 880.28
1746247491 209.54
1746248836 943.33
1746249864 695.64
1746249943 955.57
1746250339 58.53
1746251921 871.64
1746253740 440.57
1746255797 841.40
1746255955 124.58
1746256113 627.89
1746256667 400.22
1746257300 524.28
1746260780 699.42
1746261650 881.16
1746262283 368.30
1746262679 104.53
1746263391 833.52
1746265527 584.70
1746268928 447.49
1746270589 446.88
1746273200 127.51
1746273200 323.40
1746274386 87.44
1746276364 716.91
1746277471 65.19
1746277550 701.41
1746278974 737.14
1746281189 955.35
1746283483 119.79
1746285144 880.43
1746285856 448.96
1746286014 221.26
1746286094 419.72
1746289574 902.10
1746290049 391.31
1746290286 274.15
1746291235 902.58
1746291394 112.31
1746291394 673.06
1746292501 798.30
1746293925 354.53
1746295902 844.63
1746296535 981.75
1746297247 847.50
1746300016 431.07
1746301993 389.66
1746302547 65.86
1746302784 433.36
1746303022 225.62
1746304208 763.57
1746304762 376.60
1746304999 521.93
1746308955 53.87
1746309113 615.65
1746309587 649.37
1746311170 358.07
1746312752 593.74
1746313780 814.60
1746314413 796.99
1746315916 994.23
1746316311 547.04
1746318526 918.45
1746319555 952.24
1746320820 120.52
1746321453 838.92
1746324459 285.35
1746324775 421.61
1746325408 994.72
1746326278 460.28
1746326595 134.46
1746328335 48.16
1746328572 783.20
1746333951 116.37
1746336878 856.26
1746337037 749.99
1746339093 626.79
1746339963 782.98
1746340438 495.16
1746340517 518.17
1746341071 316.17
1746341704 604.63
1746343207 850.76
1746345263 814.97
1746348348 452.38
1746349772 445.33
1746351117 792.29
1746351433 16.02
1746352778 882.69
1746353015 506.12
1746354123 64.46
1746354281 690.12
1746357366 273.20
1746359107 433.73
1746360530 787.01
1746361796 247.60
1746361796 425.64
1746362587 404.31
1746364090 613.33
1746364723 985.87
1746365751 42.42
1746368757 304.30
1746372159 425.21
1746373029 969.94
1746373108 989.53
1746373345 849.82
1746374374 379.47
1746374927 200.96
1746377854 338.97
1746379674 773.40
1746380702 54.08
1746381097 77.52
1746381730 818.81
1746385685 693.04
1746386160 295.08
1746387742 20.29
1746389720 639.21
1746389799 172.73
1746390194 383.62
1746390273 847.32
1746390353 712.85
1746394070 538.47
1746394466 567.74
1746394703 486.04
1746395020 564.10
1746395020 557.66
1746396523 161.11
1746396918 128.51
1746397155 324.29
1746403247 433.82
1746404038 978.30
1746405541 497.18
1746409179 465.47
1746412423 881.04
1746412818 917.33
1746412897 441.36
1746413530 358.13
1746414717 536.36
1746415191 806.09
1746415349 397.96
1746415824 542.95
1746421678 33.42
1746421757 107.88
1746423260 348.28
1746424367 716.33
1746425870 700.95
1746426503 651.48
1746428164 653.95
1746429272 145.51
1746429588 79.65
1746429984 38.67
1746431091 146.31
1746431566 594.93
1746432119 596.18
1746433069 947.94
1746434334 276.86
1746435363 504.81
1746435442 749.69
1746435442 264.81
1746435442 142.19
1746435916 999.18
1746436233 797.66
1746436233 299.42
1746436628 878.38
1746436866 471.57
1746437261 633.75
1746437578 67.42
1746438210 773.40
1746438922 962.07
1746439397 439.56
1746442640 809.72
1746442798 841.85
1746443194 16.30
1746444697 822.60
1746446042 844.11
1746446437 23.44
1746449522 763.54
1746453240 219.37
1746453715 63.48
1746454822 59.27
1746455692 826.23
1746458698 101.90
1746459806 582.38
1746461309 55.79
1746462574 100.68
1746464394 325.54
1746464552 409.25
1746467242 198.92
1746468982 633.26
1746470959 776.06
1746471988 462.90
1746472858 345.62
1746475548 46.78
1746475627 862.61
1746476576 525.01
1746477762 329.91
1746479503 761.13
1746484803 284.68
1746485910 229.29
1746488362 668.26
1746489074 512.62
1746489865 789.12
1746492001 402.39
1746493662 151.80
1746493979 972.38
1746494295 49.90
1746495086 989.59
1746495403 570.48
1746498488 319.62
1746499832 363.14
1746501177 548.45
1746503392 312.48
1746503471 529.13
1746504341 998.90
1746506161 55.39
1746506952 318.43
1746509800 429.00
1746510591 899.32
1746510670 663.87
1746514862 327.01
1746515099 792.35
1746515416 523.73
1746515891 324.32
1746516365 439.41
1746516840 419.81
1746517077 854.85
1746517314 262.95
1746519213 211.28
1746519608 535.20
1746519846 167.79
1746520637 379.65
1746521823 460.77
1746525067 191.90
1746525541 935.33
1746525620 810.69
1746525779 447.58
1746527361 987.61
1746527598 505.29
1746528231 937.10
1746528547 388.26
1746528864 458.94
1746533531 625.93
1746535350 867.49
1746536774 99.00
1746537961 286.26
1746543340 77.73
1746543577 148.14
1746544210 805.41
1746545317 741.08
1746547769 628.59
1746548560 165.59
1746550380 476.15
1746551408 547.11
1746551646 979.16
1746553148 446.97
1746553386 992.83
1746554731 352.92
1746554968 547.44
1746556629 439.99
1746559793 9.06
1746560031 374.95
1746560742 283.94
1746561296 586.50
1746562957 291.97
1746564539 295.30
1746565963 902.74
1746566596 790.19
1746567229 382.27
1746568653 990.39
1746568969 148.56
1746570156 37.54
1746570551 372.08
1746571896 517.72
1746571896 494.83
1746572054 959.75
1746572687 511.64
1746572766 467.51
1746573636 599.23
1746576801 416.15
1746579807 981.63
1746580518 332.56
1746582575 165.23
1746584236 808.19
1746587559 458.20
1746587796 748.01
1746589932 954.01
1746591356 649.10
1746591909 342.33
1746592542 105.47
1746592542 268.87
1746592700 752.01
1746594362 618.27
1746594836 196.17
1746596497 138.22
1746598396 520.77
1746598633 180.94
1746601323 692.98
1746601560 401.17
1746601797 321.88
1746601956 815.73
1746605594 40.16
1746607414 333.93
1746613030 850.12
1746613742 67.78
1746614138 431.71
1746615008 107.21
1746616590 788.93
1746616748 436.14
1746619596 861.48
1746621336 782.34
1746621494 324.44
1746623155 685.90
1746624579 348.64
1746627032 884.85
1746627981 855.34
1746628376 187.75
1746628851 558.85
1746629246 604.72
1746629721 563.13
1746631066 84.02
1746634309 962.43
1746634784 661.09
1746634942 676.90
1746636049 524.89
1746637236 292.95
1746637711 78.07
1746639609 449.02
1746640479 273.51
1746640717 666.28
1746642220 180.06
1746643248 497.67
1746644593 702.66
1746644751 72.88
1746647282 497.39
1746647915 776.76
1746649734 908.93
1746652266 272.13
1746652582 629.51
1746652661 327.40
1746653373 806.60
1746656458 755.64
1746657487 278.30
1746657566 229.93
1746660334 781.12
1746661679 882.87
1746662233 42.82
1746663340 489.33
1746664764 8.18
1746666425 185.71
1746666979 51.61
1746671251 119.48
1746671884 280.53
1746672754 641.07
1746674652 976.32
1746675522 171.15
1746675680 939.66
1746677895 760.40
1746678133 13.28
1746681376 113.62
1746681534 762.54
1746681851 493.39
1746682563 795.56
1746684066 551.62
1746686043 3.63
1746686280 793.66
1746688179 828.42
1746689445 874.29
1746692688 620.29
1746692688 627.95
1746693400 212.44
1746693637 322.67
1746694270 190.62
1746696168 684.59
1746696406 626.30
1746696801 673.97
1746697830 772.36
1746698146 388.10
1746698779 913.33
1746701943 49.47
1746704633 792.05
1746705898 454.02
1746708825 386.18
1746710012 823.02
1746711040 15.05
1746711989 200.87
1746712701 306.99
1746712938 621.88
